YEAR,MO,DY,Temperature,Relative_Humidity,Specific_Humidity,Precipitation,Pressure,Wind_Speed,Wind_Direction
2018,8,17,26.42,90.69,19.65,11.05,99.89,4.45,234.25
2018,8,18,26.37,91.12,19.65,14.89,100.04,4.27,219.69
2018,8,19,26.38,89.69,19.23,6.71,100.24,3.73,234.06
2018,8,20,26.31,90.5,19.35,7.35,100.28,3.73,250.5
2018,8,21,26.47,90,19.47,6.6,100.14,4.04,250.62
2018,8,22,27.01,89.12,19.9,5.34,100.1,4.02,234.12
2018,8,23,26.55,91,19.78,0.69,100.25,3.73,233.62
2018,8,24,26.54,89.69,19.41,1.57,100.29,3.08,237.69
2018,8,25,26.61,87.75,19.04,0.43,100.2,4.16,254.56
2018,8,26,26.18,88.38,18.74,2.78,100.16,4.17,258.62
2018,8,27,25.83,89.94,18.68,5.14,100.33,3.47,253.81
2018,8,28,26.41,88.19,18.86,0.4,100.39,3.8,248
2018,8,29,26.76,85.94,18.74,0.6,100.31,4.36,251.5
2018,8,30,26.66,87.75,19.1,3.22,100.27,3.94,237.81
2018,8,31,26.78,87.62,19.17,0.66,100.39,3.36,238.12
2018,9,1,26.7,87.12,18.98,10.74,100.43,3.2,266.88
2018,9,2,26.58,89.5,19.47,2.34,100.25,2.95,247.31
2018,9,3,25.62,92.62,19.04,8.03,100.36,4.1,239.06
2018,9,4,25.69,89.44,18.37,4.39,100.44,3.53,238.06
2018,9,5,26.5,86,18.49,3.91,100.34,3.59,261.69
2018,9,6,26.68,88.06,19.29,12.27,100.13,3.66,272.56
2018,9,7,26.48,90.19,19.53,7.16,100.11,2.77,256.94
2018,9,8,25.99,91.5,19.29,9.02,100.21,2.22,232.81
2018,9,9,26.87,85.88,18.86,1.06,100.38,2.57,197.94
2018,9,10,26.85,87.5,19.23,1.04,100.56,2.14,256.31
2018,9,11,26.39,87.94,18.86,5.32,100.45,2.51,253.44
2018,9,12,25.82,93.19,19.41,38.38,100.29,3.25,255
2018,9,13,26.18,89.5,18.98,7,100.21,3.58,244.81
2018,9,14,25.56,90.06,18.43,10.72,100.27,3.66,242.56
2018,9,15,26.12,89.12,18.86,3.32,100.14,3.56,231.94
2018,9,16,26.04,90,18.98,6.06,99.99,4.68,233.88
2018,9,17,25.83,90.88,18.98,14.21,100.14,5.21,225.62
2018,9,18,25.49,92.38,18.86,12.15,100.36,3.25,236.62
2018,9,19,27.01,85.19,18.86,1.33,100.33,1.99,277.81
2018,9,20,26.58,87.94,19.04,0.54,100.32,2.52,130.62
2018,9,21,26.66,88.38,19.29,23.7,100.39,2.71,139.44
2018,9,22,26.16,90.19,19.1,5.29,100.59,3.02,128.12
2018,9,23,26.42,87.31,18.68,4.36,100.61,2.34,133.88
2018,9,24,26.37,87.12,18.62,10.2,100.54,1.41,241.5
2018,9,25,26.55,86.62,18.68,0.45,100.38,2.7,259.94
2018,9,26,27.23,84.56,18.92,0.6,100.29,2.3,269.44
2018,9,27,26.9,89.12,19.71,1.74,100.24,2.16,243.5
2018,9,28,26.89,90.44,20.08,0.66,100.22,1.98,216.75
2018,9,29,27.68,85.06,19.59,2.07,100.23,2.76,127.12
2018,9,30,26.68,89.5,19.59,13.3,100.27,2.29,157.94
2018,10,1,25.33,93,18.8,4.76,100.38,2.33,242
2018,10,2,26.28,87.75,18.68,4.72,100.39,1.38,271.81
2018,10,3,26.29,90.12,19.23,2.38,100.42,1.31,172.19
2018,10,4,26.51,86.56,18.62,1.14,100.46,3.15,114.44
2018,10,5,25.65,93.31,19.23,20.39,100.5,2.52,123.19
2018,10,6,26.85,86.19,18.86,2.07,100.5,2.23,98.12
2018,10,7,27.32,82.44,18.49,1.23,100.5,2.17,103.31
2018,10,8,27.33,82.44,18.49,0.53,100.43,1.84,100.12
2018,10,9,26.94,81.75,17.82,1.09,100.43,2.14,106.94
2018,10,10,27.51,81.88,18.43,0.54,100.42,1.83,89.69
2018,10,11,28.31,80.25,18.98,0.01,100.48,1.8,91.38
2018,10,12,28.05,80.12,18.68,0,100.54,2.01,92.12
2018,10,13,27.85,81.31,18.74,0.76,100.57,1.99,75.75
2018,10,14,27.18,86.12,19.23,3.82,100.6,2.55,120.69
2018,10,15,26.75,86.38,18.8,1.86,100.61,2.84,117.56
2018,10,16,26.66,86.56,18.74,1.03,100.57,2.59,133.12
2018,10,17,27.27,85.25,19.17,12.58,100.45,1.31,216.88
2018,10,18,25.51,92.69,18.98,16.9,100.39,2.47,175.38
2018,10,19,25.64,88.94,18.25,35.37,100.52,2.03,115.62
2018,10,20,25.63,91.81,18.86,0.91,100.59,3.8,120
2018,10,21,26.91,86.12,18.92,0.8,100.66,2.51,137.56
2018,10,22,27.2,84.56,18.86,8.84,100.63,1.78,187.38
2018,10,23,25.7,86.19,17.82,1.87,100.55,2.34,105.44
2018,10,24,26.29,91,19.41,10.38,100.59,2.19,72.88
2018,10,25,26.44,89.38,19.17,0.63,100.63,1.95,161.62
2018,10,26,27.73,81.44,18.62,0.11,100.66,1.7,110.38
2018,10,27,27.74,84.19,19.41,1.99,100.57,2.23,88.06
2018,10,28,27.73,82.88,19.1,0.05,100.5,1.57,103.44
2018,10,29,28.06,79.94,18.8,0.03,100.39,1.38,179.94
2018,10,30,26.44,76.56,16.3,0,100.41,1.44,107.56
2018,10,31,25.23,76.5,15.14,0.01,100.48,2.03,88.88
2018,11,1,26.59,77.19,16.66,0,100.44,1.32,108
2018,11,2,27.69,76.5,17.52,0.07,100.51,0.8,97.62
2018,11,3,27.49,82.38,18.68,0.5,100.59,2,92.44
2018,11,4,27.05,85.5,18.98,0.02,100.53,2.15,217.69
2018,11,5,27.8,82.75,19.1,0.2,100.4,1.52,134.88
2018,11,6,28.14,79,18.55,4.24,100.4,1.82,86.94
2018,11,7,26.03,89.94,18.92,29.59,100.44,3.19,77.25
2018,11,8,25.96,89.56,18.74,1.46,100.41,3.16,97.94
2018,11,9,26.58,86.19,18.62,0.19,100.36,2.91,93.44
2018,11,10,27.6,78.19,17.76,0,100.43,2.22,88.12
2018,11,11,27.35,82.25,18.49,0.08,100.47,2.41,99.81
2018,11,12,27,86,19.04,0.25,100.42,1.78,208.44
2018,11,13,27.12,81.69,18.07,0.14,100.29,1.94,98.56
2018,11,14,26.23,85.31,17.94,2.03,100.37,2.37,105.94
2018,11,15,26.9,83.12,18.13,0.82,100.46,2.71,108.81
2018,11,16,27.15,84.06,18.62,0.36,100.55,2.5,122.44
2018,11,17,26.39,88.12,18.8,2.77,100.56,2.09,121.25
2018,11,18,26.76,83.81,18.25,5.48,100.54,1.52,203.31
2018,11,19,25.65,89.38,18.31,0.86,100.6,3.75,163.5
2018,11,20,26.3,85.25,18.01,0.2,100.63,3.38,108.06
2018,11,21,26.77,80.31,17.27,0,100.56,1.53,114.75
2018,11,22,26.62,81.12,17.33,0.02,100.57,1.51,131.81
2018,11,23,26.61,83,17.88,0.18,100.56,2.62,251.94
2018,11,24,24.97,91.62,18.19,9.16,100.41,4.71,333.69
2018,11,25,24.66,93.44,18.25,29.9,100.12,7.05,260.25
2018,11,26,25.23,91.62,18.43,3.17,100.38,6.27,128.19
2018,11,27,26.19,86.19,18.07,0.03,100.66,3.41,120.81
2018,11,28,26.47,85.69,18.31,0.01,100.67,1.9,81.75
2018,11,29,26.86,82.69,17.94,0.03,100.7,2.59,94.75
2018,11,30,26.34,81.25,17.15,0,100.68,1.84,74.88
2018,12,1,26.94,83.62,18.31,0,100.52,2.14,83.56
2018,12,2,27.15,83.81,18.62,0,100.43,2.05,135.94
2018,12,3,27.1,82.12,18.19,0,100.46,2.58,69.44
2018,12,4,26.93,82.88,18.19,0,100.48,3.21,97.19
2018,12,5,26.15,77.44,15.93,0,100.4,1.88,82.88
2018,12,6,27.34,80,18.01,0.04,100.28,1.95,92.69
2018,12,7,26.65,84.44,18.37,1.69,100.41,2.19,99.31
2018,12,8,26.11,82.94,17.33,0.09,100.49,2.81,86.69
2018,12,9,26.91,80.31,17.58,0.41,100.49,2.37,86.62
2018,12,10,27.01,81.31,17.82,0.89,100.47,2.86,93.75
2018,12,11,26.85,81.44,17.7,0.5,100.54,3.57,97.06
2018,12,12,26.96,79.75,17.33,0.25,100.59,3,87.44
2018,12,13,26.9,80,17.46,0.13,100.66,2.56,45.94
2018,12,14,27.28,77.69,17.27,0.5,100.63,2.88,38.38
2018,12,15,26.76,83.31,18.13,6.1,100.65,2.54,68.88
2018,12,16,26.32,88.25,18.8,8.64,100.72,2.16,47.62
2018,12,17,26.62,80.94,17.46,0.02,100.74,1.6,66.94
2018,12,18,27.05,77.38,17.03,0.14,100.69,1.75,93.81
2018,12,19,27.65,75.88,17.21,0.22,100.74,1.54,122
2018,12,20,27.24,81.69,18.19,0,100.65,1.44,160.88
2018,12,21,27.05,80.12,17.52,0,100.52,1.96,145.69
2018,12,22,26.65,79.38,16.97,0.01,100.52,2.05,110.75
2018,12,23,26.83,77.25,16.72,0.87,100.46,1.38,92.25
2018,12,24,26.8,80.12,17.4,1.58,100.39,1.55,170
2018,12,25,27.4,80.94,18.19,0.35,100.36,1.07,185.44
2018,12,26,26.4,86.56,18.55,1.25,100.32,1.82,244.81
2018,12,27,25.74,89.81,18.62,9.52,100.29,1.05,219.75
2018,12,28,25.73,86,17.7,3.56,100.38,1.5,210.56
2018,12,29,25.41,87.56,17.64,2.24,100.54,2.4,177.94
2018,12,30,25.9,82.38,17.03,0.34,100.66,2.09,127.19
2018,12,31,25.46,73.25,14.71,0.06,100.71,4.27,111.44
2019,1,1,23.7,79.12,14.47,1.77,100.74,5.09,262.94
2019,1,2,23.58,85.19,15.5,6.3,100.67,4.12,100.94
2019,1,3,24.81,83.56,16.3,0.76,100.69,3.55,62.69
2019,1,4,25.66,84.62,17.21,7.49,100.79,3.8,91.31
2019,1,5,25.66,82.56,16.72,0,100.77,3.95,98.94
2019,1,6,26.23,79.88,16.66,0.03,100.72,4.23,91.62
2019,1,7,25.68,75.56,15.01,0,100.69,3.2,90.06
2019,1,8,25.87,75.56,15.38,0.09,100.69,3.7,85.44
2019,1,9,26.13,75.56,15.62,0.04,100.72,3.05,94.75
2019,1,10,26.73,71.12,15.14,0.03,100.69,4.08,96.69
2019,1,11,26.43,72.44,15.08,0.18,100.66,2.88,82.25
2019,1,12,27.69,72.12,16.24,0.08,100.6,2.01,86.25
2019,1,13,27.77,68.62,15.5,0,100.57,1.8,128.12
2019,1,14,26.31,61.88,12.39,0,100.5,1.23,154.44
2019,1,15,27.09,69.19,14.95,0.82,100.5,1.59,116.44
2019,1,16,27.41,75.06,16.6,1.52,100.55,1.7,169.5
2019,1,17,27.55,71.12,15.81,0.04,100.54,2.95,137.38
2019,1,18,27.03,66.69,14.28,0.02,100.58,2.67,72.19
2019,1,19,27.01,65.94,13.85,0,100.54,2.18,70.5
2019,1,20,28.07,66.75,15.08,0,100.56,1.84,130.31
2019,1,21,28.33,65,14.83,0,100.61,2.19,48.19
2019,1,22,27.66,64.12,14.28,0.04,100.73,2.36,71.12
2019,1,23,26.32,62.06,12.45,0,100.74,1.84,56.69
2019,1,24,24.98,59.69,10.8,0,100.79,1.92,127.94
2019,1,25,25.61,62.12,11.66,0,100.84,1.4,103.12
2019,1,26,26.14,61.06,12.15,0,100.79,1.56,118.38
2019,1,27,26.39,62.06,12.76,0,100.79,1.41,123.44
2019,1,28,26.58,60.25,12.21,0,100.74,1.79,98.62
2019,1,29,27.37,66.5,14.22,0.01,100.72,2.12,130.38
2019,1,30,28.01,60.75,13.61,0,100.73,3.4,105.44
2019,1,31,27.53,59.75,12.51,0,100.77,1.89,135.69
2019,2,1,28.21,60.81,13.55,0,100.73,2.2,94.56
2019,2,2,28.35,60.69,14.04,0,100.66,2.45,114.56
2019,2,3,28.7,66.06,15.2,0,100.7,2.92,122.31
2019,2,4,28.58,67.12,15.32,0,100.73,3.41,124.19
2019,2,5,28.44,64.75,14.71,0,100.7,3.48,114.19
2019,2,6,28.05,65.44,14.22,0,100.62,4.3,130
2019,2,7,28.61,68.56,15.56,0,100.65,3.69,133
2019,2,8,28.54,67.5,15.08,0,100.63,3.31,136.62
2019,2,9,28.37,64.69,14.34,0,100.68,3.88,133.81
2019,2,10,27.69,62.25,13.06,0,100.84,5.47,115.19
2019,2,11,28.73,55.19,12.51,0.07,100.88,4.9,95.5
2019,2,12,28.79,57.69,13.37,1.16,100.96,4.59,86.12
2019,2,13,28.21,55.94,12.15,0,100.92,4.58,105.44
2019,2,14,28.58,53.81,11.9,0,100.74,4.45,109.12
2019,2,15,28.15,54.06,11.54,0,100.8,4.25,106
2019,2,16,28.36,58.38,12.82,0,100.77,4.43,113.69
2019,2,17,28.42,65.75,14.71,0,100.69,4.15,124.75
2019,2,18,28.2,67.62,15.14,0,100.68,4.59,133.94
2019,2,19,28.66,65.69,15.14,0,100.76,4.84,130.69
2019,2,20,28.9,65.06,14.83,0,100.87,4.46,128.06
2019,2,21,29.77,63.31,15.38,0,100.74,4.38,126.88
2019,2,22,29.23,62.75,14.89,0,100.65,4.52,129.75
2019,2,23,28.71,58.62,13.43,0,100.56,4.83,122.25
2019,2,24,28.7,59.56,13.55,0,100.54,4.25,135
2019,2,25,28.61,60.56,13.73,0,100.58,6.12,118.06
2019,2,26,28.48,57.62,12.76,0,100.54,5.73,114.25
2019,2,27,29.09,54.19,12.27,0,100.37,4.22,120.25
2019,2,28,29.08,57.5,13.37,0,100.43,4.69,123.56
2019,3,1,29.11,58.06,13.31,0,100.5,4.03,117.44
2019,3,2,28.65,54.94,12.21,0,100.42,4.33,119.75
2019,3,3,28.33,58.62,13.12,0,100.39,4.05,136.94
2019,3,4,28.04,63.19,13.98,0,100.42,4.5,143.62
2019,3,5,27.81,64.12,13.49,0,100.49,4.25,138.38
2019,3,6,29.13,62.31,14.22,0,100.57,3.43,153.75
2019,3,7,29.63,60.88,14.47,0,100.53,3.38,149.38
2019,3,8,29.72,59.69,14.4,0,100.57,4.59,138.06
2019,3,9,29.74,60.31,14.59,0,100.54,4.36,139.94
2019,3,10,29.9,58.69,14.04,0,100.61,3.6,166.69
2019,3,11,30.61,58.94,14.53,0.23,100.55,2.88,177.62
2019,3,12,30.05,62.62,15.75,0.2,100.62,4.1,149.12
2019,3,13,30.61,54.38,13.79,0,100.64,4.83,128.62
2019,3,14,30.43,56.56,14.59,0,100.75,4.91,126.06
2019,3,15,30.75,55.44,14.04,0,100.69,4.52,119.44
2019,3,16,31.21,53.5,13.98,0.14,100.66,3.01,114.94
2019,3,17,31.57,53.5,14.53,0.26,100.6,3.34,108.75
2019,3,18,30.89,53.12,13.18,0.05,100.55,4.41,111.25
2019,3,19,30.53,56.25,14.22,0,100.5,5.22,124.56
2019,3,20,30.55,58.31,14.83,0,100.47,4.66,129.81
2019,3,21,30.6,61.31,15.99,0.13,100.46,4.41,139.5
2019,3,22,30.79,61.44,16.3,2.07,100.43,3.07,151.31
2019,3,23,29.94,67.88,17.21,4.58,100.42,4.43,135.25
2019,3,24,29.56,67.88,17.03,4.2,100.43,5.66,116.62
2019,3,25,30.13,61.81,15.5,0.13,100.52,4.97,115.62
2019,3,26,30.75,56.88,14.59,0.01,100.58,6.02,108.75
2019,3,27,30.41,58.44,14.89,0,100.64,6.02,119.19
2019,3,28,30.5,62.06,15.93,0.01,100.53,4.13,139.56
2019,3,29,30.74,61.94,16.24,0.02,100.36,4.25,159.38
2019,3,30,30.87,62.5,16.42,2.27,100.38,3.52,157.44
2019,3,31,30.93,60.56,16.11,0.02,100.53,4.77,135.62
2019,4,1,30.71,59.62,15.38,0.02,100.61,5.41,123.5
2019,4,2,30.66,55.19,13.61,0.03,100.57,4.5,120.62
2019,4,3,30.6,61.69,16.05,2,100.57,4.61,127.81
2019,4,4,28.86,72.88,17.58,10.52,100.59,3.29,134.19
2019,4,5,29.04,65.62,15.75,0.57,100.58,3.49,143.38
2019,4,6,30.58,57.88,14.53,0,100.51,4.34,129.44
2019,4,7,30.8,62.06,16.17,0,100.49,4.98,127.69
2019,4,8,30.8,62.06,16.36,0,100.38,4.42,135.75
2019,4,9,31.28,56.31,15.08,0,100.37,4.49,132.5
2019,4,10,31.93,59.25,16.17,0,100.33,3.7,132.31
2019,4,11,32.09,60.19,16.91,0.7,100.22,3.35,150.62
2019,4,12,30.54,62.38,16.6,2.16,100.31,3.56,150.62
2019,4,13,29.51,70,17.64,6.76,100.41,2.93,137.38
2019,4,14,30.32,66.31,16.85,1.31,100.45,3.45,143.44
2019,4,15,31.14,62.75,16.85,0.01,100.44,3.16,135.75
2019,4,16,31.12,63.19,17.4,0.2,100.41,3.3,136.81
2019,4,17,30.9,66.19,18.07,0.9,100.39,3.09,148.88
2019,4,18,31.12,63.12,17.27,1.01,100.31,3.76,142.5
2019,4,19,31.21,56.12,15.14,0,100.2,2.8,161.38
2019,4,20,32.23,57.19,16.54,0.12,100.11,3.7,176.94
2019,4,21,32.19,58.75,16.85,0.26,100.06,4.45,148.75
2019,4,22,32.25,56.31,15.69,0,100.15,5,138.12
2019,4,23,33.01,56.81,16.48,0.14,100.21,4.55,116.31
2019,4,24,33.32,53.94,15.93,0,100.22,4.91,123.88
2019,4,25,32.69,56.44,16.54,0.01,100.22,5.01,128.88
2019,4,26,32.26,56.81,16.24,0.02,100.2,4.85,136.25
2019,4,27,30.73,67.94,18.49,1.85,100.35,4.09,130.12
2019,4,28,29.85,73,18.8,2.48,100.47,3.2,158.19
2019,4,29,30.73,67.38,18.07,0.08,100.37,3.85,128.19
2019,4,30,32.26,58.19,16.66,0,100.3,3.54,158.44
2019,5,1,30.76,64,17.4,2.96,100.29,2.37,223.19
2019,5,2,29.3,80.06,20.26,21.76,100.35,2.52,172.44
2019,5,3,28.78,81.25,19.9,2.11,100.45,2.16,183.81
2019,5,4,30.11,74.5,19.41,2.71,100.45,2.74,173.94
2019,5,5,31.31,69,18.98,0.54,100.28,3.22,214.06
2019,5,6,30.54,71.06,19.1,0.2,100.18,3.24,228.62
2019,5,7,30.62,70.88,19.1,1.22,100.05,2.81,209.44
2019,5,8,30.13,74.56,19.65,5.33,100.05,3.96,207.81
2019,5,9,28.86,82.31,20.32,8.56,100.14,2.91,228
2019,5,10,28.19,82.81,19.53,10.9,100.34,2.6,231.25
2019,5,11,28.87,77.62,18.86,4.5,100.36,2.45,222.69
2019,5,12,29.17,77.81,19.23,5.06,100.31,2.81,205.81
2019,5,13,29.56,75.88,19.1,0.59,100.27,3.2,195
2019,5,14,29.57,76.06,19.1,1.87,100.3,3.08,193.25
2019,5,15,29.51,77.75,19.59,6.21,100.38,2.39,190.19
2019,5,16,29.14,80.19,19.9,20.98,100.39,2.71,217.44
2019,5,17,28.87,80.81,19.9,0.51,100.33,2.77,227.56
2019,5,18,29.38,77.94,19.59,3.71,100.26,3.45,225.12
2019,5,19,28.49,83.38,20.14,6.39,100.34,2.66,221
2019,5,20,28.68,82.69,20.14,3.5,100.35,2.66,225.25
2019,5,21,28.91,79.75,19.53,2.73,100.32,2.73,213.5
2019,5,22,29.08,78.38,19.23,5.37,100.36,2.34,234.12
2019,5,23,28.57,80.5,19.35,3.47,100.42,2.27,218.25
2019,5,24,28.83,79.81,19.41,9.55,100.37,2.23,246.31
2019,5,25,28.87,80.06,19.53,2.52,100.24,2.84,232.5
2019,5,26,28.28,84.06,20.02,8.78,100.24,2.43,234.81
2019,5,27,28.57,80.44,19.35,1.59,100.23,2.35,209.25
2019,5,28,28.73,79.75,19.41,1.61,100.21,2.16,182.38
2019,5,29,29.72,73.88,18.74,2.94,100.22,1.01,234.19
2019,5,30,29.55,75.88,19.17,11.49,100.25,1.31,149.5
2019,5,31,29.48,77.19,19.35,5.92,100.23,2.43,117.69
2019,6,1,29.59,74.56,18.74,1.24,100.22,2.23,128.19
2019,6,2,29.23,78.12,19.47,2.44,100.28,2.09,155.75
2019,6,3,29.26,76.19,19.1,1.22,100.26,1.08,219.62
2019,6,4,29.11,79,19.59,7.65,100.27,1.52,179.31
2019,6,5,28.48,81.94,19.65,13.55,100.25,2.75,134.81
2019,6,6,26.87,89.88,19.9,25.67,100.38,3.23,135.5
2019,6,7,27.18,87.56,19.65,20.92,100.45,2.65,160.31
2019,6,8,27.9,84.75,19.78,9.22,100.38,2.17,208.94
2019,6,9,27.59,88.5,20.39,16.04,100.32,3.62,233.31
2019,6,10,27.29,88,19.96,10.2,100.22,3.93,254.31
2019,6,11,27.22,90.69,20.51,10.31,100.29,3.42,252
2019,6,12,28.1,87.88,20.87,10.06,100.25,3.28,252
2019,6,13,28.13,87.44,20.81,0.11,100.26,3.52,237.81
2019,6,14,28.08,85.88,20.32,0.5,100.25,3.45,245.44
2019,6,15,28.22,87.25,20.81,4.85,100.25,3.72,257.31
2019,6,16,27.78,89.06,20.75,15.28,100.28,3.62,247.5
2019,6,17,26.91,92.25,20.51,39.42,100.34,3.95,241.25
2019,6,18,26.93,89.56,19.84,12.72,100.32,3.8,247.62
2019,6,19,27.4,88.81,20.26,2.73,100.22,3.43,263
2019,6,20,27.54,87.88,20.2,1.84,100.22,2.49,289.5
2019,6,21,27.51,90.44,20.81,10.39,100.14,2.7,261.19
2019,6,22,27.33,88,19.96,5.58,100.09,2.2,225.75
2019,6,23,26.96,90.38,20.14,3.7,100.16,3,174.56
2019,6,24,27.39,88.75,20.2,2.34,100.32,2.92,197.56
2019,6,25,27.71,88.5,20.51,5.09,100.39,2.36,230.69
2019,6,26,27.23,90.56,20.45,8.28,100.31,3.51,243.5
2019,6,27,26.65,90.5,19.78,4.63,100.2,4.1,250
2019,6,28,26.95,89.62,19.96,30.16,100.18,4.06,239
2019,6,29,27.12,89.06,19.96,5.7,100.23,3.51,249.38
2019,6,30,27.12,88.69,19.9,13.7,100.19,4.61,255.62
2019,7,1,25.44,90.06,18.31,28.65,100.23,4.45,249.62
2019,7,2,24.78,91.56,17.94,31.19,100.23,3.52,269.62
2019,7,3,25.47,91.62,18.68,21.64,100.31,4.44,246.31
2019,7,4,26.06,89.44,18.8,10.98,100.45,3.07,236.25
2019,7,5,26.74,88.69,19.41,73.2,100.34,2.82,192.25
2019,7,6,27.1,88.56,19.84,7.23,100.24,3.42,259.31
2019,7,7,27.12,89.44,20.08,0.4,100.27,3.29,240.5
2019,7,8,26.55,85.69,18.49,0.8,100.45,3.53,254.44
2019,7,9,27.05,87.31,19.41,0.84,100.41,3.34,247.75
2019,7,10,27.11,87.31,19.47,0.08,100.39,3.12,243.69
2019,7,11,26.95,88.5,19.59,0.02,100.54,2.73,260.75
2019,7,12,26.87,89.31,19.71,5.79,100.46,2.93,239.38
2019,7,13,26.9,89.5,19.78,3.39,100.39,3.11,236.31
2019,7,14,26.79,89.75,19.71,0.91,100.23,3.6,245.12
2019,7,15,26.88,88.56,19.65,2.31,100.14,3.91,249.25
2019,7,16,26.66,89.94,19.71,11.11,100.13,3.84,235.56
2019,7,17,26.47,90.06,19.53,5.03,100.04,4.45,240
2019,7,18,26.27,92.81,19.96,5.5,100.03,3.12,235.62
2019,7,19,26.82,91.19,20.2,4.23,100.12,3.93,228.44
2019,7,20,27.29,88.56,20.02,2.17,100.22,3.24,236.56
2019,7,21,27.49,87.56,20.02,0.09,100.23,2.48,256.69
2019,7,22,26.69,89.88,19.71,0.39,100.22,3.8,258.69
2019,7,23,25.47,87.12,17.7,2.28,100.29,2.78,222.44
2019,7,24,27.46,85.75,19.47,3.9,100.3,3.56,266.62
2019,7,25,26.18,89,18.8,2.8,100.53,3.32,253.94
2019,7,26,26.42,88.12,18.86,1.24,100.4,2.92,269.38
2019,7,27,26.36,89.88,19.29,1.97,100.29,3.09,276.12
2019,7,28,26.45,86.81,18.62,1.98,100.36,3.3,270.44
2019,7,29,26.63,88.69,19.29,1.57,100.36,3.83,252.62
2019,7,30,26.8,86.88,19.04,5.73,100.21,4.12,255.94
2019,7,31,26.86,90.19,19.96,11.27,100.12,5.06,251.06
2019,8,1,26.62,90.19,19.65,4.94,100.28,4.9,243.38
2019,8,2,25.69,90.31,18.62,25.7,100.33,5.64,242.06
2019,8,3,26.01,91.38,19.29,7.9,100.2,6.09,241
2019,8,4,25.93,92.31,19.41,9.6,100.11,5.68,241.88
2019,8,5,26.44,88.69,19.1,8.67,100.12,5.43,244.94
2019,8,6,25.57,92.5,19.04,22.65,100.13,5.11,247.56
2019,8,7,25.71,91.88,19.1,39.2,99.99,5.99,256.19
2019,8,8,25.72,93.69,19.53,28.57,99.91,5.59,249.62
2019,8,9,26.36,92.38,19.96,14.29,99.9,5.66,239.75
2019,8,10,26.15,93.5,19.96,8.68,100.06,4.54,220.19
2019,8,11,26.5,92.19,20.02,2.86,100.18,3.9,221.38
2019,8,12,27.04,90.75,20.26,3.63,100.27,3.21,221.06
2019,8,13,27.15,90.88,20.45,0.05,100.35,3.46,244
2019,8,14,27.16,89.81,20.2,0.18,100.32,3.62,255.44
2019,8,15,27.38,90.69,20.69,1.32,100.28,4.08,243.81
2019,8,16,27.23,90.75,20.57,0.42,100.3,4.16,216.62
2019,8,17,26.56,91.31,19.84,0.63,100.46,2.95,215.88
2019,8,18,27.16,87.88,19.65,0.22,100.47,2.79,239.25
2019,8,19,27.15,88.94,19.96,0.42,100.29,3.28,253.06
2019,8,20,27.18,90.94,20.57,6.33,100.19,3.53,246.62
2019,8,21,27.21,88.94,20.02,4.61,100.27,2.95,227.69
2019,8,22,26.99,89.62,19.9,1.66,100.37,2.85,243.56
2019,8,23,26.91,89.81,19.9,0.15,100.38,3.33,260.44
2019,8,24,26.94,88.94,19.71,0.58,100.27,3.61,259.81
2019,8,25,26.46,90.44,19.53,1.95,100.3,3.66,252
2019,8,26,26.55,89.94,19.53,0.74,100.27,3.3,255.5
2019,8,27,27.02,88.5,19.71,0.4,100.18,3.37,256.44
2019,8,28,26.81,90.44,19.96,7.62,100.11,3.2,257
2019,8,29,26.15,93.88,20.02,27.75,100,5.17,234.5
2019,8,30,26.38,90.25,19.47,11.9,100.01,5.8,218.5
2019,8,31,26.51,92.19,20.02,16.37,100.16,3.37,225.25
2019,9,1,26.45,91.12,19.71,2.85,100.24,3.84,247.19
2019,9,2,25.91,92.12,19.35,14.09,100.13,5.47,243
2019,9,3,25.27,92.06,18.62,3.57,100.12,6.39,240.31
2019,9,4,25.64,89.5,18.43,13.94,100.2,6.23,241.44
2019,9,5,26.24,88.38,18.8,1.22,100.2,5.02,247.19
2019,9,6,26.51,88,18.98,1.87,100.24,4.61,244.94
2019,9,7,26.66,88.56,19.35,3.95,100.32,4.55,243.25
2019,9,8,26.46,91.38,19.78,14.85,100.38,4.21,236.31
2019,9,9,26.42,91.69,19.78,15.81,100.37,4.09,240.12
2019,9,10,26.61,87.62,18.98,0.42,100.48,3.22,253.94
2019,9,11,26.42,88.81,19.04,0.38,100.63,2.67,279.62
2019,9,12,26.78,88.12,19.35,0.99,100.47,3.06,297
2019,9,13,26.16,92.81,19.71,5.3,100.33,3.16,270.5
2019,9,14,25.97,89.25,18.68,5.98,100.35,2.49,255.19
2019,9,15,25.15,93.75,18.8,13.94,100.24,2.95,216.25
2019,9,16,26.44,91.38,19.78,19.14,100.18,2.93,207.94
2019,9,17,26.21,93.25,19.9,24.6,100.25,3.24,221.75
2019,9,18,25.8,93.12,19.35,23.08,100.41,2.38,237.94
2019,9,19,26.03,90.31,18.98,1.77,100.5,1.98,226.75
2019,9,20,26.55,88,19.04,2.98,100.44,2.02,207.62
2019,9,21,25.86,90.88,18.92,6.9,100.44,1.85,225.62
2019,9,22,26.66,82.88,17.94,4.98,100.57,1.5,224.88
2019,9,23,26.96,84.12,18.62,0.41,100.67,1.34,89.31
2019,9,24,27.98,79.38,18.37,0.04,100.59,1.4,136.31
2019,9,25,28.52,79,18.8,0.02,100.6,1.41,86.81
2019,9,26,27.44,86.75,19.71,1.9,100.65,1.45,191.62
